source,reputation,articles,size
prepperwebsite.com,-1,[],100
shareblue.com,-1,[],100
buzzfeed,-0.96,[],100
conservativerefocus.com,-1,[],100
majorthoughts.com,-1,[],100
duhprogressive.com,-1,[],100
cbsnews.com.co,-1,[],100
clickhole.com,-1,[],100
aanirfan.blogspot.co.uk,-1,[],100
fognews.ru,-1,[],100
bipartisanreport.com,-1,[],100
anonews.co,-1,[],100
adobochronicles.com,-1,[],100
EUTimes.net,-1,[],100
WVVA TV,0.0,"[17, 121, 238, 469, 470, 471, 472, 473, 474, 475, 476, 477, 478, 480, 558, 686, 986]",18
fourwinds10.net,-1,[],100
tucsonnewsnow.com,0.0,"[617, 618, 619, 621, 622, 623, 625, 626, 627, 628, 629, 630]",13
libertymovementradio.com,-1,[],100
Metro Toronto,0.0,"[26, 130, 131, 246, 247, 568, 569, 695, 995]",10
news4ktla.com,-1,[],100
en-vovle.com,-1,[],100
occupy democrats,-6,[],100
thefreethoughtproject.com,-1,[],100
newsthump.com,-1,[],100
Anderson Observer,0.0,[321],2
awarenessact.com,-1,[],100
abcnews.com.co,-1,[],100
smag31.com,-1,[],100
4threvolutionarywar.wordpress.com,-1,[],100
liberalbias.com,-1,[],100
tristateupdate.com,0.0,"[95, 212, 331, 668, 765, 1064]",7
pollhype.com,-1,[],100
theinternetpost.net,-1,[],100
thefifthcolumnnews.com,-1,[],100
wakingupwisconsin.com,-1,[],100
thenewsdoctors.com,-1,[],100
KSHB,0.0,[557],2
WFXG FOX54,0.0,"[49, 157, 272, 593, 595, 716, 1016]",8
wtoe5news.com,-1,[],100
voxtribune.com,-1,[],100
dandygoat.com,-1,[],100
rense.com,-1,[],100
globalpoliticsnow.com,-1,[],100
dailyheadlines.com,-1,[],100
dineal.com,-1,[],100
yellowhammernews.com,-1,[],100
glossynews.com,-1,[],100
neonnettle.com,-1,[],100
The Kansas City Star,0.0,"[9, 109, 111, 227, 228, 416, 419, 425, 426, 428, 545, 547, 678, 978]",15
The State,0.0,"[168, 289, 608]",4
conservativestate.com,-1,[],100
24newsflash.com,-1,[],100
Beaumont Enterprise,0.0,"[44, 146, 270, 586, 715, 1014]",7
whowhatwhy.org,-1,[],100
Federal News Radio,0.0,[320],2
city-journal.org,-1,[],100
judicialwatch.org,-1,[],100
newsmagazine.com,-1,[],100
concisepolitics.com,-1,[],100
enabon.com,-1,[],100
Daily Journal,0.0,"[78, 192, 313, 644, 749, 1047]",7
channel18news.com,-1,[],100
cnnews3.com,-1,[],100
disclose.tv,-1,[],100
loanpride.com,-1,[],100
patriotupdate.com,-1,[],100
baptistnews.com,-1,[],100
whatdoesitmean.com,-1,[],100
amren.com,-1,[],100
TDTalliance.com,-1,[],100
off-guardian.org,-1,[],100
thenewsnerd.com,-1,[],100
SilverStealers.net,-1,[],100
newsmutiny.com,-1,[],100
wbtv.com,0.0,"[636, 637, 638, 639]",5
whowhatwhy.com,-1,[],100
ladylibertynews.com,-1,[],100
powerpoliticians.com,-1,[],100
uspoliticslive.com,-1,[],100
patriotrising.com,-1,[],100
bighairynews.com,-1,[],100
healthyworldhouse.com,-1,[],100
usanewspolitics.com,-1,[],100
usatodaynews.me,-1,[],100
openmagazines.com,-1,[],100
lifezette.com,-1,[],100
breakpoint.org,-1,[],100
thegatewaypundit.com,-1,[],100
actualidadpanamericana.com,-1,[],100
WFTV,0.0,"[8, 112, 225, 421, 427, 431, 432, 544, 546, 679, 980]",12
WAFB,0.0,"[62, 63, 174, 175, 293, 295, 610, 611, 731, 734, 1030, 1031]",13
al jazeera,0.85,[],100
occupydemocrats.com,-1,[],100
AmericanKabuki.blogspot.com,-1,[],100
mintpressnews.com,-1,[],100
newsninja2012.com,-1,[],100
freedomoutpost.com,-1,[],100
americanpresident.co,-1,[],100
rumorjournal.com,-1,[],100
DaveJanda.com,-1,[],100
ironictimes.com,-1,[],100
thestatelyharold.com,-1,[],100
wbrc.com,0.0,"[19, 21, 124, 125, 241, 242, 488, 489, 490, 492, 493, 494, 495, 496, 497, 498, 499, 500, 501, 502, 504, 506, 507, 508, 509, 510, 511, 512, 513, 514, 515, 516, 517, 518, 519, 520, 521, 522, 523, 524, 526, 527, 528, 530, 531, 532, 533, 534, 535, 562, 563, 689, 690, 989, 990]",56
greenwich time,0.0,"[52, 158, 278, 599, 720, 1020]",7
nationonenews.com,-1,[],100
WBOC TV 16,0.0,"[79, 195, 316, 646, 751, 1049]",7
themuslimissue.wordpress.com,-1,[],100
ncscooper.com,-1,[],100
International Business Times UK,0.0,[390],2
icr.org,-1,[],100
healthimpactnews.com,-1,[],100
Miami Herald,0.0,"[16, 117, 118, 233, 235, 455, 457, 459, 461, 466, 555, 685, 984]",14
Newsmax.com,-1,[],100
antoniusaquinas.wp.com,-1,[],100
CNSNews.com,-1,[],100
FreedomsPhoenix.com,-1,[],100
truetrumpers.com,-1,[],100
thedailysheeple.com,-1,[],100
americannewsx.com,-1,[],100
awazetribune.com,-1,[],100
newsdaily12.com,-1,[],100
liberalamerica.org,-1,[],100
healthy-holistic-living.com,-1,[],100
trumpvision365.com,-1,[],100
the onion,-0.6,[],100
Sun.Star,0.0,"[47, 156, 273, 592, 719, 1015]",7
theuspatriot.com,-1,[],100
military-technologies.net,0.0,[92],2
canada.com,0.0,"[209, 328, 763, 1062]",5
redflagnews.com,-1,[],100
google news,0.05,[],100
the ed shultz show,0.5,[],100
givemeliberity01.com,-1,[],100
Business Insider,0.0,[364],2
times.com.mx,-1,[],100
anonhq.com,-1,[],100
fprnradio.com,-1,[],100
thereporterz.com,-1,[],100
infiniteunknown.net,-1,[],100
politico,0.75,[],100
thetrumpmedia.com,-1,[],100
learnprogress.org,-1,[],100
newpoliticstoday.com,-1,[],100
usdefensewatch.com,-1,[],100
knowledgeoftoday.org,-1,[],100
vigilantcitizen.com,-1,[],100
usanewsinsider.com,-1,[],100
theonion.com,-1,[],100
yournewswire.com,-1,[],100
creambmp.com,-1,[],100
firearmscoalition.org,-1,[],100
investmentwatchblog.com,-1,[],100
megynkelly.us,-1,[],100
freedomworldnews.com,-1,[],100
alternet.org,-1,[],100
thetruthseeker.co.uk,-1,[],100
galacticconnection.com,-1,[],100
dailysnark.com,-1,[],100
fox,-0.5,[],100
washingtonfed.com,-1,[],100
dailybuzzlive.com,-1,[],100
bients.com,-1,[],100
dailynews10.com,-1,[],100
ddemocraticunderground.com,-1,[],100
krbcnews.com,-1,[],100
msnbc.website,-1,[],100
usafirstinformation.com,-1,[],100
Willoughby News-Herald,0.0,"[70, 182, 302, 631, 740, 1039]",7
magafeed.com,-1,[],100
eutopia.buzz,-1,[],100
pravdareport.com,-1,[],100
trueamericans.me,-1,[],100
usaonlinepolitics.com,-1,[],100
uschronicle.com,-1,[],100
newscorpse.com,-1,[],100
stormcloudsgathering.com,-1,[],100
rogue-nation3.com,-1,[],100
huffington post,-0.55,[],100
breaking911.com,-1,[],100
americanpoliticnews.co,-1,[],100
dailyken.com,-1,[],100
newsbreakers.org,-1,[],100
thinkprogress.org,-1,[],100
crystalair.com,-1,[],100
worldnewspolitics.com,-1,[],100
rawforbeauty.com,-1,[],100
iwanttoexplore.com,-1,[],100
breitbart.com,-1,[],100
usinfonews.com,-1,[],100
presstv.com,-1,[],100
abovetopsecret.com,-1,[],100
BrotherJohnF.com,-1,[],100
newsbreakshere.com,-1,[],100
vdare.com,-1,[],100
coasttocoastam.com,-1,[],100
amusmentic.com,-1,[],100
usadailytime.com,-1,[],100
usadailyinfo.com,-1,[],100
humansarefree.com,-1,[],100
govtslaves.info,-1,[],100
mpidailymagazine.com,-1,[],100
departed.co,-1,[],100
meanlefthook.com,-1,[],100
holyobserver.com,-1,[],100
npr,0.9,[],100
politicalsitenews.com,-1,[],100
anews24.org/,-1,[],100
gulagbound.com,-1,[],100
morningnewsusa.com,-1,[],100
thewashingtonpress.com,-1,[],100
checkoutthehealthyworld.com,-1,[],100
usanewsflash.com,-1,[],100
thewatchtowers.com,-1,[],100
worldwidehealthy.com,-1,[],100
jackpineradicals.com,-1,[],100
sportspickle.com,-1,[],100
elitereaders.com,-1,[],100
threepercenternation.com,-1,[],100
Expose1933.com,-1,[],100
gomerblog.com,-1,[],100
oftwominds.com,-1,[],100
thelastgreatstand.com,-1,[],100
freedomdaily.com,-1,[],100
anonjekloy.tk,-1,[],100
creativitymovement.net/category/news/,-1,[],100
react365.com,-1,[],100
undergroundnewsreport.com,-1,[],100
washingtonexaminer.com,-1,[],100
Aurora Sentinel,0.0,"[51, 161, 279, 598, 722, 1022]",7
heresyblog.net,-1,[],100
TheTruthWins.com,-1,[],100
therightists.com,-1,[],100
the daily show,0,[],100
commentarymagazine.com,-1,[],100
JerusalemOnline,0.0,[669],2
WJAX,0.0,"[71, 184, 303, 634, 741, 1040]",7
conservativefighters.com,-1,[],100
orientalreview.org,-1,[],100
immediatesafety.org,-1,[],100
redrocktribune.com,-1,[],100
thebostontribune.com,-1,[],100
themindunleashed.com,-1,[],100
aceflashman.wordpress.com,-1,[],100
usherald.com,-1,[],100
Republican American,0.0,"[96, 214, 332, 663, 767, 1068]",7
naturalnews.com,-1,[],100
dailycurrant.com,-1,[],100
christiantimesnewspaper.com,-1,[],100
Youngcons.com,-1,[],100
themadisonmisnomer.com,-1,[],100
mother jones,0.65,[],100
politicalo.com,-1,[],100
observer.com,-1,[],100
uspostman.com,-1,[],100
The  Olympian,0.0,"[197, 317, 648]",4
elelephantintheroom.blogspot.com,-1,[],100
nationindistress.weebly.com,-1,[],100
openmindmagazine.com,-1,[],100
WKBW,0.0,[632],2
dailynewsbin.com,-1,[],100
star-telegram,0.0,"[54, 162, 163, 281, 282, 600, 601, 724, 1023]",10
abcnewsgo.co,-1,[],100
gangstergovernment.com,-1,[],100
pjmedia.com,-1,[],100
federalistpress.com,-1,[],100
Los Angeles Times,0.0,[354],2
centerforsecuritypolicy.org,-1,[],100
ufoholic.com,-1,[],100
hangthebankers.com,-1,[],100
countercurrentnews.com,-1,[],100
asia-pacificresearch.com,-1,[],100
projectveritas.com,-1,[],100
empirenews.net,-1,[],100
unz.com,-1,[],100
americanthinker.com,-1,[],100
militianews.com,-1,[],100
PostBulletin.com,0.0,"[88, 204, 326, 656, 759, 1058]",7
buzzfeedusa.com,-1,[],100
Sun Herald,0.0,"[55, 164, 283, 602, 725, 1024]",7
